Book,Chapter,Character,Word Count,Percentage,pov_combined,flag
Winter's Heart,Ch7: The Streets of Caemlyn,Elayne Trakand,6.384,"2,67%",Elayne Trakand,1
Winter's Heart,Ch8: Sea Folk and Kin,Elayne Trakand,7.313,"3,06%",Elayne Trakand,1
Winter's Heart,Ch9: A Cup of Tea,Elayne Trakand,4.764,"1,99%",Elayne Trakand,1
Winter's Heart,Ch10: A Plan Succeeds,Elayne Trakand,7.551,"3,16%",Elayne Trakand,
Winter's Heart,Ch10: A Plan Succeeds,Asne Zeramene,1.662,"0,70%","Elayne Trakand,Asne Zeramene",
Winter's Heart,Ch10: A Plan Succeeds,Mili Skane,1.087,"0,46%","Elayne Trakand,Asne Zeramene,Mili Skane",1
Winter's Heart,Ch11: Ideas of Importance,Rand al'Thor,2.675,"1,12%",Rand al'Thor,
Winter's Heart,Ch11: Ideas of Importance,Nynaeve al'Meara,7.571,"3,17%","Rand al'Thor,Nynaeve al'Meara",1
Winter's Heart,Ch12: A Lily in Winter,Elayne Trakand,5.731,"2,40%",Elayne Trakand,
Winter's Heart,Ch12: A Lily in Winter,Min Farshaw,2.706,"1,13%","Elayne Trakand,Min Farshaw",
Winter's Heart,Ch12: A Lily in Winter,Elayne Trakand,343,"0,14%","Elayne Trakand,Min Farshaw,Elayne Trakand",1
Winter's Heart,Ch13: Wonderful News,Cadsuane Melaidhrin,4.589,"1,92%",Cadsuane Melaidhrin,
Winter's Heart,Ch13: Wonderful News,Demandred,2.238,"0,94%","Cadsuane Melaidhrin,Demandred",1
Winter's Heart,Ch14: What a Veil Hides,Tuon Athaem Kore Paendrag,3.630,"1,52%",Tuon Athaem Kore Paendrag,1
Winter's Heart,Ch15: In Need of a Bellfounder,Matrim Cauthon,4.409,"1,85%",Matrim Cauthon,1
Winter's Heart,Ch16: An Unexpected Encounter,Matrim Cauthon,5.996,"2,51%",Matrim Cauthon,1
Winter's Heart,Ch17: Pink Ribbons,Matrim Cauthon,6.313,"2,64%",Matrim Cauthon,1
Winter's Heart,Ch18: An Offer,Matrim Cauthon,5.968,"2,50%",Matrim Cauthon,1
Winter's Heart,Ch19: Three Women,Matrim Cauthon,6.074,"2,54%",Matrim Cauthon,1
Winter's Heart,Ch20: Questions of Treason,Bethamin Zeami,4.950,"2,07%",Bethamin Zeami,1
Winter's Heart,Ch21: A Matter of Property,Egeanin Tamarath,4.622,"1,94%",Egeanin Tamarath,1
Winter's Heart,Ch22: Out of Thin Air,Rand al'Thor,3.433,"1,44%",Rand al'Thor,
Winter's Heart,Ch22: Out of Thin Air,Raefar Kisman,771,"0,32%","Rand al'Thor,Raefar Kisman",
Winter's Heart,Ch22: Out of Thin Air,Rand al'Thor,1.789,"0,75%","Rand al'Thor,Raefar Kisman,Rand al'Thor",
Winter's Heart,Ch22: Out of Thin Air,Slayer,705,"0,30%","Rand al'Thor,Raefar Kisman,Rand al'Thor,Slayer",1
Winter's Heart,Ch23: To Lose the Sun,Shalon din Togara Morning Tide,6.617,"2,77%",Shalon din Togara Morning Tide,1
Winter's Heart,Ch24: Among the Counsels,Shalon din Togara Morning Tide,4.734,"1,98%",Shalon din Togara Morning Tide,1
Winter's Heart,Ch25: Bonds,Rand al'Thor,4.618,"1,93%",Rand al'Thor,
Winter's Heart,Ch25: Bonds,Verin Mathwin,1.116,"0,47%","Rand al'Thor,Verin Mathwin",1
Winter's Heart,Ch26: Expectation,Elayne Trakand,6.314,"2,64%",Elayne Trakand,1
Winter's Heart,Ch27: To Surprise Queens and Kings,Elayne Trakand,7.222,"3,02%",Elayne Trakand,1
Winter's Heart,Ch28: News in a Cloth Sack,Matrim Cauthon,6.734,"2,82%",Matrim Cauthon,1
Winter's Heart,Ch29: Another Plan,Matrim Cauthon,6.136,"2,57%",Matrim Cauthon,1
Winter's Heart,"Ch30: Cold, Fat Raindrops",Matrim Cauthon,3.726,"1,56%",Matrim Cauthon,1
Winter's Heart,Ch31: What the Aelfinn Said,Matrim Cauthon,5.102,"2,14%",Matrim Cauthon,1
Winter's Heart,Ch32: A Portion of Wisdom,Rand al'Thor,5.309,"2,22%",Rand al'Thor,1
Winter's Heart,Ch33: Blue Carp Street,Min Farshaw,1.411,"0,59%",Min Farshaw,
Winter's Heart,Ch33: Blue Carp Street,Rand al'Thor,3.359,"1,41%","Min Farshaw,Rand al'Thor",1
Winter's Heart,Ch34: The Hummingbird's Secret,Nynaeve al'Meara,1.189,"0,50%",Nynaeve al'Meara,
Winter's Heart,Ch34: The Hummingbird's Secret,Rand al'Thor,621,"0,26%","Nynaeve al'Meara,Rand al'Thor",
Winter's Heart,Ch34: The Hummingbird's Secret,Cadsuane Melaidhrin,1.685,"0,71%","Nynaeve al'Meara,Rand al'Thor,Cadsuane Melaidhrin",1
Winter's Heart,Ch35: With the Choedan Kal,Rand al'Thor,3.924,"1,64%",Rand al'Thor,
Winter's Heart,Ch35: With the Choedan Kal,Elza Penfell,584,"0,24%","Rand al'Thor,Elza Penfell",
Winter's Heart,Ch35: With the Choedan Kal,Barmellin,277,"0,12%","Rand al'Thor,Elza Penfell,Barmellin",
Winter's Heart,Ch35: With the Choedan Kal,Timna,186,"0,08%","Rand al'Thor,Elza Penfell,Barmellin,Timna",
Winter's Heart,Ch35: With the Choedan Kal,Cyndane,305,"0,13%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane",
Winter's Heart,Ch35: With the Choedan Kal,Cadsuane Melaidhrin,368,"0,15%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin",
Winter's Heart,Ch35: With the Choedan Kal,Rand al'Thor,141,"0,06%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor",
Winter's Heart,Ch35: With the Choedan Kal,Demandred,749,"0,31%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred",
Winter's Heart,Ch35: With the Choedan Kal,Cyndane,119,"0,05%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane",
Winter's Heart,Ch35: With the Choedan Kal,Osan'gar,396,"0,17%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar",
Winter's Heart,Ch35: With the Choedan Kal,Verin Mathwin,225,"0,09%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin",
Winter's Heart,Ch35: With the Choedan Kal,Eben Hopwil,474,"0,20%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil",
Winter's Heart,Ch35: With the Choedan Kal,Cyndane,398,"0,17%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane",
Winter's Heart,Ch35: With the Choedan Kal,Moghedien,305,"0,13%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane,Moghedien",
Winter's Heart,Ch35: With the Choedan Kal,Rand al'Thor,120,"0,05%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane,Moghedien,Rand al'Thor",
Winter's Heart,Ch35: With the Choedan Kal,Cadsuane Melaidhrin,627,"0,26%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane,Moghedien,Rand al'Thor,Cadsuane Melaidhrin",
Winter's Heart,Ch35: With the Choedan Kal,Osan'gar,236,"0,10%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane,Moghedien,Rand al'Thor,Cadsuane Melaidhrin,Osan'gar",
Winter's Heart,Ch35: With the Choedan Kal,Elza Penfell,217,"0,09%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane,Moghedien,Rand al'Thor,Cadsuane Melaidhrin,Osan'gar,Elza Penfell",
Winter's Heart,Ch35: With the Choedan Kal,Moghedien,342,"0,14%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane,Moghedien,Rand al'Thor,Cadsuane Melaidhrin,Osan'gar,Elza Penfell,Moghedien",
Winter's Heart,Ch35: With the Choedan Kal,Cadsuane Melaidhrin,620,"0,26%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane,Moghedien,Rand al'Thor,Cadsuane Melaidhrin,Osan'gar,Elza Penfell,Moghedien,Cadsuane Melaidhrin",
Winter's Heart,Ch35: With the Choedan Kal,Narrator,48,"0,02%","Rand al'Thor,Elza Penfell,Barmellin,Timna,Cyndane,Cadsuane Melaidhrin,Rand al'Thor,Demandred,Cyndane,Osan'gar,Verin Mathwin,Eben Hopwil,Cyndane,Moghedien,Rand al'Thor,Cadsuane Melaidhrin,Osan'gar,Elza Penfell,Moghedien,Cadsuane Melaidhrin,Narrator",1
Crossroads of Twilight,Prologue: Glimmers of the Pattern,Quote,80,"0,03%",Quote,
Crossroads of Twilight,Prologue: Glimmers of the Pattern,Rodel Ituralde,4.927,"1,86%","Quote,Rodel Ituralde",
Crossroads of Twilight,Prologue: Glimmers of the Pattern,Eamon Valda,1.644,"0,62%","Quote,Rodel Ituralde,Eamon Valda",
Crossroads of Twilight,Prologue: Glimmers of the Pattern,Gabrelle,2.873,"1,09%","Quote,Rodel Ituralde,Eamon Valda,Gabrelle",
Crossroads of Twilight,Prologue: Glimmers of the Pattern,Yukiri,6.188,"2,34%","Quote,Rodel Ituralde,Eamon Valda,Gabrelle,Yukiri",
Crossroads of Twilight,Prologue: Glimmers of the Pattern,Gawyn Trakand,3.014,"1,14%","Quote,Rodel Ituralde,Eamon Valda,Gabrelle,Yukiri,Gawyn Trakand",
Crossroads of Twilight,Prologue: Glimmers of the Pattern,Davram Bashere,4.320,"1,63%","Quote,Rodel Ituralde,Eamon Valda,Gabrelle,Yukiri,Gawyn Trakand,Davram Bashere",
Crossroads of Twilight,Prologue: Glimmers of the Pattern,Samitsu,9.655,"3,65%","Quote,Rodel Ituralde,Eamon Valda,Gabrelle,Yukiri,Gawyn Trakand,Davram Bashere,Samitsu",1
Crossroads of Twilight,Ch1: Time to Be Gone,Matrim Cauthon,7.864,"2,97%",Matrim Cauthon,1
Crossroads of Twilight,Ch2: Two Captains,Matrim Cauthon,5.996,"2,27%",Matrim Cauthon,1
Crossroads of Twilight,Ch3: A Fan of Colors,Matrim Cauthon,9.834,"3,72%",Matrim Cauthon,1
Crossroads of Twilight,Ch4: A Tale of a Doll,Furyk Karede,5.721,"2,16%",Furyk Karede,1
Crossroads of Twilight,Ch5: The Forging of a Hammer,Perrin Aybara,8.846,"3,34%",Perrin Aybara,1
Crossroads of Twilight,Ch6: The Scent of a Dream,Perrin Aybara,5.625,"2,13%",Perrin Aybara,1
Crossroads of Twilight,Ch7: Blacksmith's Puzzle,Perrin Aybara,5.957,"2,25%",Perrin Aybara,1
Crossroads of Twilight,Ch8: Whirlpools of Color,Perrin Aybara,7.690,"2,91%",Perrin Aybara,1
Crossroads of Twilight,Ch9: Traps,Faile Bashere,11.636,"4,40%",Faile Bashere,1
Crossroads of Twilight,Ch10: A Blazing Beacon,Elayne Trakand,7.019,"2,65%",Elayne Trakand,1
Crossroads of Twilight,Ch11: Talk of Debts,Elayne Trakand,6.885,"2,60%",Elayne Trakand,1
Crossroads of Twilight,Ch12: A Bargain,Elayne Trakand,6.643,"2,51%",Elayne Trakand,1
Crossroads of Twilight,Ch13: High Seats,Elayne Trakand,6.782,"2,56%",Elayne Trakand,1
Crossroads of Twilight,Ch14: What Wise Ones Know,Elayne Trakand,8.858,"3,35%",Elayne Trakand,1
Crossroads of Twilight,Ch15: Gathering Darkness,Elenia Sarand,6.642,"2,51%",Elenia Sarand,
Crossroads of Twilight,Ch15: Gathering Darkness,Daved Hanlon,6.287,"2,38%","Elenia Sarand,Daved Hanlon",1
Crossroads of Twilight,Ch16: The Subject of Negotiations,Egwene al'Vere,7.357,"2,78%",Egwene al'Vere,1
Crossroads of Twilight,Ch17: Secrets,Delana Mosalaine,248,"0,09%",Delana Mosalaine,
Crossroads of Twilight,Ch17: Secrets,Egwene al'Vere,10.363,"3,92%","Delana Mosalaine,Egwene al'Vere",1
Crossroads of Twilight,Ch18: A Chat with Siuan,Egwene al'Vere,7.445,"2,81%",Egwene al'Vere,1
Crossroads of Twilight,Ch19: Surprises,Egwene al'Vere,9.803,"3,70%",Egwene al'Vere,1
Crossroads of Twilight,Ch20: In the Night,Egwene al'Vere,8.034,"3,04%",Egwene al'Vere,1
Crossroads of Twilight,Ch21: A Mark,Alviarin Freidhen,8.132,"3,07%",Alviarin Freidhen,1
Crossroads of Twilight,Ch22: One Answer,Pevara Tazanovni,2.392,"0,90%",Pevara Tazanovni,1
Crossroads of Twilight,Ch23: Ornaments,Cadsuane Melaidhrin,6.551,"2,48%",Cadsuane Melaidhrin,1
Crossroads of Twilight,Ch24: A Strengthening Storm,Rand al'Thor,4.231,"1,60%",Rand al'Thor,
Crossroads of Twilight,Ch24: A Strengthening Storm,Cadsuane Melaidhrin,761,"0,29%","Rand al'Thor,Cadsuane Melaidhrin",
Crossroads of Twilight,Ch24: A Strengthening Storm,Rand al'Thor,1.384,"0,52%","Rand al'Thor,Cadsuane Melaidhrin,Rand al'Thor",
Crossroads of Twilight,Ch24: A Strengthening Storm,Elza Penfell,424,"0,16%","Rand al'Thor,Cadsuane Melaidhrin,Rand al'Thor,Elza Penfell",1
Crossroads of Twilight,Ch25: When to Wear Jewels,Perrin Aybara,4.360,"1,65%",Perrin Aybara,1
Crossroads of Twilight,Ch26: In So Habor,Perrin Aybara,5.462,"2,06%",Perrin Aybara,1
Crossroads of Twilight,Ch27: What Must Be Done,Perrin Aybara,6.558,"2,48%",Perrin Aybara,1
Crossroads of Twilight,Ch28: A Cluster of Rosebuds,Matrim Cauthon,10.355,"3,91%",Matrim Cauthon,1
Crossroads of Twilight,Ch29: Something Flickers,Matrim Cauthon,8.628,"3,26%",Matrim Cauthon,1
Crossroads of Twilight,Ch30: What the Oath Rod Can Do,Egwene al'Vere,10.877,"4,11%",Egwene al'Vere,1
Crossroads of Twilight,Epilogue: An Answer,Rand al'Thor,263,"0,10%",Rand al'Thor,
Crossroads of Twilight,Epilogue: An Answer,Quote,55,"0,02%","Rand al'Thor,Quote",1
Knife of Dreams,Prologue: Embers Falling on Dry Grass,Quote,22,"0,01%",Quote,
Knife of Dreams,Prologue: Embers Falling on Dry Grass,Galadedrid Damodred,5.567,"1,77%","Quote,Galadedrid Damodred",
Knife of Dreams,Prologue: Embers Falling on Dry Grass,Rodel Ituralde,2.965,"0,94%","Quote,Galadedrid Damodred,Rodel Ituralde",
Knife of Dreams,Prologue: Embers Falling on Dry Grass,Suroth Sabelle Meldarath,6.208,"1,98%","Quote,Galadedrid Damodred,Rodel Ituralde,Suroth Sabelle Meldarath",
Knife of Dreams,Prologue: Embers Falling on Dry Grass,Pevara Tazanovni,5.700,"1,81%","Quote,Galadedrid Damodred,Rodel Ituralde,Suroth Sabelle Meldarath,Pevara Tazanovni",
Knife of Dreams,Prologue: Embers Falling on Dry Grass,Alviarin Freidhen,2.479,"0,79%","Quote,Galadedrid Damodred,Rodel Ituralde,Suroth Sabelle Meldarath,Pevara Tazanovni,Alviarin Freidhen",
Knife of Dreams,Prologue: Embers Falling on Dry Grass,Galina Casban,6.408,"2,04%","Quote,Galadedrid Damodred,Rodel Ituralde,Suroth Sabelle Meldarath,Pevara Tazanovni,Alviarin Freidhen,Galina Casban",
Knife of Dreams,Prologue: Embers Falling on Dry Grass,Egwene al'Vere,7.307,"2,33%","Quote,Galadedrid Damodred,Rodel Ituralde,Suroth Sabelle Meldarath,Pevara Tazanovni,Alviarin Freidhen,Galina Casban,Egwene al'Vere",1
Knife of Dreams,Ch1: When Last Sounds,Siuan Sanche,7.785,"2,48%",Siuan Sanche,1
Knife of Dreams,Ch2: The Dark One's Touch,Beonin Marinye,4.906,"1,56%",Beonin Marinye,
Knife of Dreams,Ch2: The Dark One's Touch,Elaida do Avriny a'Roihan,4.226,"1,35%","Beonin Marinye,Elaida do Avriny a'Roihan",1
Knife of Dreams,Ch3: At the Gardens,Aran'gar,3.423,"1,09%",Aran'gar,1
Knife of Dreams,Ch4: A Deal,Perrin Aybara,5.705,"1,82%",Perrin Aybara,1
Knife of Dreams,Ch5: Something… Strange,Faile Bashere,6.856,"2,18%",Faile Bashere,1
Knife of Dreams,Ch6: A Stave and a Razor,Matrim Cauthon,6.706,"2,13%",Matrim Cauthon,1
Knife of Dreams,Ch7: A Cold Medallion,Matrim Cauthon,4.959,"1,58%",Matrim Cauthon,1
Knife of Dreams,Ch8: Dragons' Eggs,Matrim Cauthon,10.979,"3,50%",Matrim Cauthon,1
Knife of Dreams,Ch9: A Short Path,Matrim Cauthon,6.055,"1,93%",Matrim Cauthon,1
Knife of Dreams,Ch10: A Village in Shiota,Matrim Cauthon,8.187,"2,61%",Matrim Cauthon,1
Knife of Dreams,Ch11: A Hell in Maderin,Matrim Cauthon,10.577,"3,37%",Matrim Cauthon,1
Knife of Dreams,Ch12: A Manufactory,Perrin Aybara,8.013,"2,55%",Perrin Aybara,1
Knife of Dreams,Ch13: Siege,Elayne Trakand,5.287,"1,68%",Elayne Trakand,1
Knife of Dreams,Ch14: Wet Things,Elayne Trakand,5.494,"1,75%",Elayne Trakand,1
Knife of Dreams,Ch15: A Different Skill,Elayne Trakand,6.253,"1,99%",Elayne Trakand,1
Knife of Dreams,Ch16: The New Follower,Elayne Trakand,5.916,"1,88%",Elayne Trakand,1
Knife of Dreams,Ch17: A Bronze Bear,Elayne Trakand,6.537,"2,08%",Elayne Trakand,
Knife of Dreams,Ch17: A Bronze Bear,Arymilla Marne,1.702,"0,54%","Elayne Trakand,Arymilla Marne",1
Knife of Dreams,Ch18: News for the Dragon,Rand al'Thor,5.952,"1,89%",Rand al'Thor,1
Knife of Dreams,Ch19: Vows,Loial,4.357,"1,39%",Loial,
Knife of Dreams,Ch19: Vows,Rand al'Thor,2.767,"0,88%","Loial,Rand al'Thor",1
Knife of Dreams,Ch20: The Golden Crane,Rand al'Thor,6.441,"2,05%",Rand al'Thor,
Knife of Dreams,Ch20: The Golden Crane,Nynaeve al'Meara,1.468,"0,47%","Rand al'Thor,Nynaeve al'Meara",
Knife of Dreams,Ch20: The Golden Crane,Weilin Aldragoran,1.845,"0,59%","Rand al'Thor,Nynaeve al'Meara,Weilin Aldragoran",1
Knife of Dreams,Ch21: Within the Stone,Rand al'Thor,10.535,"3,35%",Rand al'Thor,1
Knife of Dreams,Ch22: To Make an Anchor Weep,Harine din Togara Two Winds,6.117,"1,95%",Harine din Togara Two Winds,1
Knife of Dreams,Ch23: Call to a Sitting,Romanda Cassin,9.283,"2,96%",Romanda Cassin,1
Knife of Dreams,Ch24: Honey in the Tea,Egwene al'Vere,15.098,"4,81%",Egwene al'Vere,1
Knife of Dreams,Ch25: Attending Elaida,Tarna Feir,2.179,"0,69%",Tarna Feir,
Knife of Dreams,Ch25: Attending Elaida,Matrim Cauthon,4.845,"1,54%","Tarna Feir,Matrim Cauthon",1
Knife of Dreams,Ch26: As If the World Were Fog,Tuon Athaem Kore Paendrag,4.488,"1,43%",Tuon Athaem Kore Paendrag,
Knife of Dreams,Ch26: As If the World Were Fog,Perrin Aybara,6.233,"1,98%","Tuon Athaem Kore Paendrag,Perrin Aybara",
Knife of Dreams,Ch26: As If the World Were Fog,Faile Bashere,1.234,"0,39%","Tuon Athaem Kore Paendrag,Perrin Aybara,Faile Bashere",1
Knife of Dreams,Ch27: A Plain Wooden Box,Rand al'Thor,6.423,"2,04%",Rand al'Thor,
Knife of Dreams,Ch27: A Plain Wooden Box,Matrim Cauthon,3.722,"1,19%","Rand al'Thor,Matrim Cauthon",1
Knife of Dreams,Ch28: In Malden,Faile Bashere,6.200,"1,97%",Faile Bashere,
Knife of Dreams,Ch28: In Malden,Galina Casban,467,"0,15%","Faile Bashere,Galina Casban",1
Knife of Dreams,Ch29: The Last Knot,Perrin Aybara,3.991,"1,27%",Perrin Aybara,
Knife of Dreams,Ch29: The Last Knot,Faile Bashere,890,"0,28%","Perrin Aybara,Faile Bashere",
Knife of Dreams,Ch29: The Last Knot,Perrin Aybara,4.332,"1,38%","Perrin Aybara,Faile Bashere,Perrin Aybara",1
Knife of Dreams,Ch30: Outside the Gates,Faile Bashere,1.861,"0,59%",Faile Bashere,
Knife of Dreams,Ch30: Outside the Gates,Perrin Aybara,4.165,"1,33%","Faile Bashere,Perrin Aybara",
Knife of Dreams,Ch30: Outside the Gates,Galina Casban,728,"0,23%","Faile Bashere,Perrin Aybara,Galina Casban",1
Knife of Dreams,Ch31: The House on Full Moon Street,Elayne Trakand,7.286,"2,32%",Elayne Trakand,1
Knife of Dreams,Ch32: To Keep the Bargain,Birgitte Silverbow,6.495,"2,07%",Birgitte Silverbow,1
Knife of Dreams,Ch33: Nine Out of Ten,Elayne Trakand,4.959,"1,58%",Elayne Trakand,1
Knife of Dreams,Ch34: A Cup of Kaf,Furyk Karede,2.816,"0,90%",Furyk Karede,1
Knife of Dreams,Ch35: The Importance of Dyelin,Elayne Trakand,6.344,"2,02%",Elayne Trakand,1
Knife of Dreams,Ch36: Under an Oak,Furyk Karede,3.288,"1,05%",Furyk Karede,
Knife of Dreams,Ch36: Under an Oak,Matrim Cauthon,1.225,"0,39%","Furyk Karede,Matrim Cauthon",
Knife of Dreams,Ch36: Under an Oak,Tuon Athaem Kore Paendrag,385,"0,12%","Furyk Karede,Matrim Cauthon,Tuon Athaem Kore Paendrag",1
Knife of Dreams,Ch37: Prince of the Ravens,Matrim Cauthon,5.220,"1,66%",Matrim Cauthon,1
Knife of Dreams,Epilogue: Remember the Old Saying,Suroth Sabelle Meldarath,1.336,"0,43%",Suroth Sabelle Meldarath,
Knife of Dreams,Epilogue: Remember the Old Saying,Pevara Tazanovni,2.909,"0,93%","Suroth Sabelle Meldarath,Pevara Tazanovni",1
The Gathering Storm,Prologue: What the Storm Means,Quote,69,"0,02%",Quote,
The Gathering Storm,Prologue: What the Storm Means,Renald Fanwar,3.841,"1,30%","Quote,Renald Fanwar",
The Gathering Storm,Prologue: What the Storm Means,Falendre,1.794,"0,61%","Quote,Renald Fanwar,Falendre",
The Gathering Storm,Prologue: What the Storm Means,Tylee Khirgan,1.453,"0,49%","Quote,Renald Fanwar,Falendre,Tylee Khirgan",
The Gathering Storm,Prologue: What the Storm Means,Graendal,3.355,"1,13%","Quote,Renald Fanwar,Falendre,Tylee Khirgan,Graendal",
The Gathering Storm,Prologue: What the Storm Means,Rodel Ituralde,1.138,"0,38%","Quote,Renald Fanwar,Falendre,Tylee Khirgan,Graendal,Rodel Ituralde",
The Gathering Storm,Prologue: What the Storm Means,Masema Dagar,1.449,"0,49%","Quote,Renald Fanwar,Falendre,Tylee Khirgan,Graendal,Rodel Ituralde,Masema Dagar",1
The Gathering Storm,Ch1: Tears of Steel,Rand al'Thor,6.500,"2,19%",Rand al'Thor,1
The Gathering Storm,Ch2: The Nature of Pain,Egwene al'Vere,7.040,"2,38%",Egwene al'Vere,1
The Gathering Storm,Ch3: The Ways of Honor,Aviendha,4.458,"1,50%",Aviendha,1
The Gathering Storm,Ch4: Nightfall,Gawyn Trakand,1.926,"0,65%",Gawyn Trakand,1
The Gathering Storm,Ch5: A Tale of Blood,Rand al'Thor,3.879,"1,31%",Rand al'Thor,
The Gathering Storm,Ch5: A Tale of Blood,Cadsuane Melaidhrin,2.171,"0,73%","Rand al'Thor,Cadsuane Melaidhrin",1
The Gathering Storm,Ch6: When Iron Melts,Rodel Ituralde,1.369,"0,46%",Rodel Ituralde,
The Gathering Storm,Ch6: When Iron Melts,Leane Sharif,1.169,"0,39%","Rodel Ituralde,Leane Sharif",
The Gathering Storm,Ch6: When Iron Melts,Egwene al'Vere,619,"0,21%","Rodel Ituralde,Leane Sharif,Egwene al'Vere",1
The Gathering Storm,Ch7: The Plan for Arad Doman,Nynaeve al'Meara,6.114,"2,06%",Nynaeve al'Meara,1
The Gathering Storm,Ch8: Clean Shirts,Siuan Sanche,7.627,"2,57%",Siuan Sanche,1
The Gathering Storm,Ch9: Leaving Malden,Perrin Aybara,5.245,"1,77%",Perrin Aybara,1
The Gathering Storm,Ch10: The Last of the Tabac,Rodel Ituralde,4.506,"1,52%",Rodel Ituralde,1
The Gathering Storm,Ch11: The Death of Adrin,Aviendha,4.507,"1,52%",Aviendha,1
The Gathering Storm,Ch12: Unexpected Encounters,Egwene al'Vere,8.403,"2,84%",Egwene al'Vere,1
The Gathering Storm,Ch13: An Offer and a Departure,Gawyn Trakand,5.917,"2,00%",Gawyn Trakand,1
The Gathering Storm,Ch14: A Box Opens,Cadsuane Melaidhrin,2.582,"0,87%",Cadsuane Melaidhrin,1
The Gathering Storm,Ch15: A Place to Begin,Rand al'Thor,2.022,"0,68%",Rand al'Thor,
The Gathering Storm,Ch15: A Place to Begin,Min Farshaw,2.577,"0,87%","Rand al'Thor,Min Farshaw",
The Gathering Storm,Ch15: A Place to Begin,Aviendha,1.242,"0,42%","Rand al'Thor,Min Farshaw,Aviendha",1
The Gathering Storm,Ch16: In the White Tower,Egwene al'Vere,10.574,"3,57%",Egwene al'Vere,1
The Gathering Storm,Ch17: Questions of Control,Cadsuane Melaidhrin,1.975,"0,67%",Cadsuane Melaidhrin,
The Gathering Storm,Ch17: Questions of Control,Perrin Aybara,1.720,"0,58%","Cadsuane Melaidhrin,Perrin Aybara",1
The Gathering Storm,Ch18: A Message in Haste,Siuan Sanche,3.325,"1,12%",Siuan Sanche,1
The Gathering Storm,Ch19: Gambits,Tuon Athaem Kore Paendrag,6.922,"2,34%",Tuon Athaem Kore Paendrag,1
The Gathering Storm,Ch20: On a Broken Road,Matrim Cauthon,5.587,"1,89%",Matrim Cauthon,1
The Gathering Storm,Ch21: Embers and Ash,Perrin Aybara,1.281,"0,43%",Perrin Aybara,
The Gathering Storm,Ch21: Embers and Ash,Faile Bashere,3.840,"1,30%","Perrin Aybara,Faile Bashere",
The Gathering Storm,Ch21: Embers and Ash,Perrin Aybara,277,"0,09%","Perrin Aybara,Faile Bashere,Perrin Aybara",1
The Gathering Storm,Ch22: The Last That Could Be Done,Semirhage,1.084,"0,37%",Semirhage,
The Gathering Storm,Ch22: The Last That Could Be Done,Rand al'Thor,6.365,"2,15%","Semirhage,Rand al'Thor",1
The Gathering Storm,Ch23: A Warp in the Air,Cadsuane Melaidhrin,1.790,"0,60%",Cadsuane Melaidhrin,1
The Gathering Storm,Ch24: A New Commitment,Gawyn Trakand,6.335,"2,14%",Gawyn Trakand,1
